背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,渡邉 稜,3,■,■,■,,,9,3,1,33.3,1.00,0,0,0,-,1,0.33,6,0,0,1,4.2,0,0.0,0.0,-
2,,松橋 拓也,2,■,■,,,,8,1,2,12.5,0.50,3,1,1,33.3,0,-,6,1,0,1,20.8,0,0.0,0.0,-
3,,清水 一生,3,■,■,■,,,29,12,1,41.4,4.00,5,3,0,60.0,2,0.67,9,0,1,3,5.6,21,11.0,6.0,66.7
4,,藤井 啓太,3,■,■,■,,,21,7,3,33.3,2.33,1,0,0,0.0,0,-,10,0,0,1,2.5,24,11.0,8.0,62.5
5,L,夏目 真吾,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,浅岡 一志,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,坂口 舜,3,■,■,■,,,5,2,2,40.0,0.67,0,0,0,-,0,-,7,1,1,0,10.7,0,0.0,0.0,-
11,,青木 宏門,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,,横瀬 将,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,北沢 健,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
19,L,山田 広大,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,8.0,4.0,71.4
20,,鰐川 怜児,3,■,■,■,,,9,4,0,44.4,1.33,0,0,0,-,1,0.33,10,1,1,3,15.0,0,0.0,0.0,-
22,,浅田 潮,2,,□,■,,,5,1,0,20.0,0.50,0,0,0,-,2,1.00,6,1,1,1,16.7,7,1.0,5.0,50.0
23,,平田 優斗,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,86,30,9,34.9,10.00,9,4,1,44.4,6,2.00,55,4,4,10,10.0,66,31.0,23.0,64.4
