背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,山本 映樹,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,2,1,6.2,0,0.0,0.0,-
2,,梶野 喜宏,3,■,■,□,,,1,0,0,0.0,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0.0,0.0,-
3,,河戸 俊亮,3,■,■,■,,,7,4,0,57.1,1.33,0,0,0,-,1,0.33,9,0,0,2,5.6,0,0.0,0.0,-
6,,勝 将哉,3,■,□,■,,,19,6,3,31.6,2.00,8,2,3,25.0,1,0.33,8,0,1,5,15.6,4,1.0,0.0,25.0
7,,石田 康祐,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
9,,本多 駿,3,■,■,■,,,18,6,1,33.3,2.00,6,3,0,50.0,1,0.33,7,0,1,2,7.1,4,2.0,0.0,50.0
12,,中田 雄大,3,□,□,■,,,1,0,0,0.0,-,0,0,0,-,0,-,8,1,1,5,25.6,1,0.0,0.0,0.0
16,L,大原 悠,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,25,19.0,0.0,76.0
17,,上出 哲也,1,■,,,,,1,1,0,100.0,1.00,0,0,0,-,0,-,4,0,0,0,0.0,0,0.0,0.0,-
23,,米澤 寛武,3,■,■,■,,,20,4,2,20.0,1.33,0,0,0,-,1,0.33,8,0,0,3,9.4,33,19.0,0.0,57.6
24,,小林 空,3,□,■,□,,,12,4,0,33.3,1.33,2,0,0,0.0,0,-,7,0,2,2,7.1,1,0.0,0.0,0.0
30,,南 卓磨,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
33,,庄司 練,2,,■,■,,,8,4,0,50.0,2.00,0,0,0,-,3,1.50,4,0,0,1,6.2,0,0.0,0.0,-
37,L,桑原 瑠星,2,,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,87,29,6,33.3,9.67,16,5,3,31.2,7,2.33,65,1,7,22,9.7,68,41.0,0.0,60.3
