背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,餅田 千佳,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,6,1,0,2,21.7,6,4.0,0.0,66.7
2,,船崎 恵視,4,■,■,■,■,,2,1,0,50.0,0.25,1,0,0,0.0,0,-,13,2,0,5,23.5,0,0.0,0.0,-
3,,栗田 琴恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
4,L,岩永 麻里江,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,8.0,0.0,61.5
5,,札場 多恵,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-
8,,足立 史織,4,■,■,■,■,,36,13,3,36.1,3.25,1,0,0,0.0,1,0.25,7,0,1,2,7.1,43,27.0,0.0,62.8
9,,ロマーニャ ユランニ,4,■,■,■,■,,22,11,0,50.0,2.75,0,0,0,-,5,1.25,13,0,0,5,9.6,0,0.0,0.0,-
11,,佐藤 奈美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
12,,砂田 遥,4,■,■,■,■,,7,2,2,28.6,0.50,0,0,0,-,1,0.25,17,0,0,5,7.4,0,0.0,0.0,-
14,,清水 亜寿里,4,■,■,■,■,,22,6,1,27.3,1.50,0,0,0,-,1,0.25,10,1,0,3,15.5,28,14.0,0.0,50.0
15,,川上 真央,4,■,■,■,■,,66,24,1,36.4,6.00,31,11,0,35.5,0,-,14,0,0,5,8.9,1,0.0,0.0,0.0
17,,高橋 千晶,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
18,,渡邊 沙織,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,0.0,0.0,0.0
19,L,清水 理央,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,155,57,7,36.8,14.25,33,11,0,33.3,8,2.00,82,4,1,28,12.7,93,53.0,0.0,57.0
