背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,矢山 美沙,4,■,■,■,■,,8,1,0,12.5,0.25,0,0,0,-,1,0.25,15,1,0,3,10.3,0,0.0,0.0,-
2,,平川 実愛,4,■,■,■,■,,40,9,3,22.5,2.25,1,0,1,0.0,1,0.25,11,1,1,2,11.8,17,12.0,0.0,70.6
3,L,福田 有里,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,24,17.0,0.0,70.8
4,,田中 涼子,4,■,■,■,■,,75,33,3,44.0,8.25,32,6,1,18.8,2,0.50,16,0,1,4,6.2,1,1.0,0.0,100.0
5,,大楠 鼓雪,4,■,■,■,■,,26,7,1,26.9,1.75,0,0,0,-,0,-,10,1,1,1,10.5,0,0.0,0.0,-
6,,村尾 葉津樹,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,0,-,23,1,0,4,7.8,0,0.0,0.0,-
7,,押川 真保,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
8,,吉安 遥,4,■,■,■,■,,45,14,2,31.1,3.50,0,0,0,-,1,0.25,22,1,0,7,11.6,35,30.0,0.0,85.7
9,,松本 晴香,3,□,,□,□,,1,1,0,100.0,0.33,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,芦澤 美加,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,板谷 美優,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,6.0,0.0,75.0
12,,槇本 京子,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
13,,高桑 冬華,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
14,L,田井 琴美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,196,66,9,33.7,16.50,33,6,2,18.2,5,1.25,99,5,3,22,9.6,85,66.0,0.0,77.6
