背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,雨堤 みなみ,3,■,■,■,,,24,5,1,20.8,1.67,7,2,0,28.6,0,-,9,1,0,2,16.7,23,4.0,0.0,17.4
3,,芳賀 小梨絵,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
4,,櫻井 樹里,3,□,□,□,,,7,1,1,14.3,0.33,0,0,0,-,0,-,2,0,1,0,0.0,4,3.0,0.0,75.0
6,,王 亜辰,3,□,□,□,,,19,5,3,26.3,1.67,8,3,2,37.5,0,-,2,0,0,0,0.0,0,0.0,0.0,-
8,,中野 清香,3,■,■,■,,,20,7,3,35.0,2.33,2,0,1,0.0,1,0.33,6,0,0,3,12.5,19,11.0,0.0,57.9
9,,大宮 里美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,上村 麻衣,3,■,■,■,,,18,4,1,22.2,1.33,0,0,0,-,1,0.33,8,0,0,1,3.1,1,1.0,0.0,100.0
11,,渡邊 彩,3,■,■,■,,,10,2,0,20.0,0.67,0,0,0,-,0,-,4,0,1,2,12.5,0,0.0,0.0,-
13,L,大内 世莉香,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,7.0,0.0,46.7
14,,渡邉 愛以,3,■,■,■,,,14,4,1,28.6,1.33,1,0,0,0.0,0,-,5,1,0,1,21.0,5,2.0,0.0,40.0
15,,佐々木 香織,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,7,0,0,6,21.4,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,113,28,10,24.8,9.33,18,5,3,27.8,2,0.67,44,2,2,15,12.6,67,28.0,0.0,41.8
