背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,伊藤 智美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
2,,徐 潔,5,■,■,■,■,■,33,13,1,39.4,2.60,0,0,0,-,5,1.00,16,0,0,3,4.7,2,0.0,0.0,0.0
4,,古屋 美紀,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-
5,,色摩 知巳,5,■,■,■,■,■,63,13,4,20.6,2.60,0,0,0,-,2,0.40,21,1,1,4,8.6,40,24.0,0.0,60.0
6,L,松田 直子,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,12.0,0.0,70.6
8,,松浦 未波,2,□,,,,□,0,0,0,-,-,0,0,0,-,0,-,10,1,0,3,15.5,4,0.0,0.0,0.0
9,,位田 愛,0,,,,,,4,3,0,75.0,INF,0,0,0,-,0,-,12,1,0,3,12.9,1,1.0,0.0,100.0
10,,菅野 菜緒美,5,■,■,■,■,■,46,17,1,37.0,3.40,0,0,0,-,1,0.20,26,2,2,8,13.8,14,9.0,0.0,64.3
11,,村上 菜央,5,■,■,■,■,■,44,16,1,36.4,3.20,1,0,0,0.0,3,0.60,17,0,1,7,10.3,0,0.0,0.0,-
13,,吉川 ひかる,5,■,■,■,■,■,54,11,3,20.4,2.20,0,0,0,-,2,0.40,17,1,1,9,19.1,30,20.0,0.0,66.7
チーム合計,チーム合計,チーム合計,5,,,,,,244,73,10,29.9,14.60,1,0,0,0.0,13,2.60,120,6,6,37,11.9,108,66.0,0.0,61.1
