No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
8,,谷口晴彦,3,□,□,■,,,12,4,2,33.3,1.33,4,1,0,25.0,2,0.67,4,0,2,1,-6.2,0,0.0,0.0,-,813,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,近畿クラブスフィーダ,長野GaRons,能登栄輔,高橋幸造,0,3,3,Lose,56,75,68,12:00,13:14,0,小柴滋,楓淳一郎,高野修,塚本健二,Away
11,,本多駿,3,■,■,■,,,31,12,4,38.7,4.00,8,3,1,37.5,1,0.33,6,0,0,3,12.5,16,9.0,4.0,68.8,813,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,近畿クラブスフィーダ,長野GaRons,能登栄輔,高橋幸造,0,3,3,Lose,56,75,68,12:00,13:14,0,小柴滋,楓淳一郎,高野修,塚本健二,Away
12,,中田雄大,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,12,0,1,4,6.2,0,0.0,0.0,-,813,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,近畿クラブスフィーダ,長野GaRons,能登栄輔,高橋幸造,0,3,3,Lose,56,75,68,12:00,13:14,0,小柴滋,楓淳一郎,高野修,塚本健二,Away
13,,那須野裕進,3,■,■,■,,,9,4,0,44.4,1.33,1,0,0,0.0,3,1.00,11,0,0,0,0.0,0,0.0,0.0,-,813,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,近畿クラブスフィーダ,長野GaRons,能登栄輔,高橋幸造,0,3,3,Lose,56,75,68,12:00,13:14,0,小柴滋,楓淳一郎,高野修,塚本健二,Away
15,L,久門伸司,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,31,9.0,8.0,41.9,813,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,近畿クラブスフィーダ,長野GaRons,能登栄輔,高橋幸造,0,3,3,Lose,56,75,68,12:00,13:14,0,小柴滋,楓淳一郎,高野修,塚本健二,Away
17,,友渕瑠宇久,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,813,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,近畿クラブスフィーダ,長野GaRons,能登栄輔,高橋幸造,0,3,3,Lose,56,75,68,12:00,13:14,0,小柴滋,楓淳一郎,高野修,塚本健二,Away
21,,武田大直,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0.0,0.0,-,813,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,近畿クラブスフィーダ,長野GaRons,能登栄輔,高橋幸造,0,3,3,Lose,56,75,68,12:00,13:14,0,小柴滋,楓淳一郎,高野修,塚本健二,Away
34,,大手一真,3,■,■,■,,,16,6,1,37.5,2.00,1,0,0,0.0,0,-,11,1,1,6,20.5,21,10.0,5.0,59.5,813,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,近畿クラブスフィーダ,長野GaRons,能登栄輔,高橋幸造,0,3,3,Lose,56,75,68,12:00,13:14,0,小柴滋,楓淳一郎,高野修,塚本健二,Away
1,,岩阪健太郎,3,■,■,,■,,6,1,0,16.7,0.33,0,0,0,-,2,0.67,4,0,0,0,0.0,1,0.0,0.0,0.0,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
2,,為我井太也,4,■,■,■,■,,3,1,0,33.3,0.25,0,0,0,-,0,-,7,0,0,0,0.0,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
3,,紅林宏輝,4,■,■,■,■,,39,19,5,48.7,4.75,9,4,2,44.4,0,-,17,1,3,5,8.8,21,6.0,4.0,38.1,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
4,,西河孝太,4,■,■,■,■,,30,14,2,46.7,3.50,6,1,0,16.7,0,-,16,0,0,1,1.6,21,10.0,5.0,59.5,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
6,,大貫智博,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
7,,石井琢也,4,■,■,■,■,,23,10,3,43.5,2.50,4,3,1,75.0,1,0.25,10,0,0,1,2.5,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
8,,西片圭佑,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
9,,東拓巳,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,0,-5.0,7,2.0,3.0,50.0,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
10,L,野田雄介,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
14,,岸海斗,4,□,□,■,□,,4,2,0,50.0,0.50,0,0,0,-,1,0.25,8,0,4,2,-6.2,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
15,L,新山駿,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,27,22.0,3.0,87.0,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
16,,西岡泰成,4,■,■,■,■,,15,8,0,53.3,2.00,0,0,0,-,4,1.00,16,0,3,3,0.0,3,2.0,0.0,66.7,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
17,,筧颯斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
18,,鈴木浩大,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,2,5.0,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,トヨタモビリティ東京スパークル,アイシンティルマーレ,伊藤優介,松枝寿明,1,3,4,Lose,87,97,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Home
1,,滝沢優樹,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,0,2,10.0,1,1.0,0.0,100.0,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
3,,水野将司,4,■,■,■,■,,17,8,0,47.1,2.00,0,0,0,-,1,0.25,13,0,1,1,0.0,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
4,,斎藤総人,4,■,■,■,■,,19,7,1,36.8,1.75,1,0,1,0.0,2,0.50,20,1,2,3,6.2,33,14.0,14.0,63.6,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
5,,井澤大輔,2,■,■,,,,5,1,1,20.0,0.50,0,0,0,-,0,-,7,0,1,2,3.6,2,2.0,0.0,100.0,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
6,,新保遥己,4,■,■,■,■,,33,20,3,60.6,5.00,14,9,2,64.3,2,0.50,11,1,2,3,11.4,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
7,,久保下航平,4,■,■,■,■,,1,0,0,0.0,-,0,0,0,-,1,0.25,18,1,2,7,12.5,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
8,L,安田剛,3,〇,,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
10,L,鈴木康平,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,6.0,8.0,55.6,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
12,,山下直樹,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
14,,リウトマリオ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
15,,杉本峻作,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,1,0.25,0,0,0,0,-,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
16,,菅原幸紀,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
20,,櫻井翔馬,3,,□,■,■,,2,1,0,50.0,0.33,0,0,0,-,2,0.67,7,0,3,2,-3.6,0,0.0,0.0,-,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
21,,岡森怜夢,4,■,■,■,■,,40,22,2,55.0,5.50,9,5,0,55.6,2,0.50,14,0,4,2,-3.6,22,6.0,10.0,50.0,814,2021-12-05,2021,12,05,東京都,板橋区立上板橋体育館,アイシンティルマーレ,トヨタモビリティ東京スパークル,長嶋彰,鈴木奨平,3,1,4,Win,97,87,91,14:05,15:45,0,小柴滋,水間絵美,川久保敬規,中嶋幹朗,Away
