No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
7,,平岡みさと,5,■,■,■,■,□,56,23,3,41.1,4.60,0,0,0,-,1,0.20,15,1,4,3,5.0,18,9.0,4.0,61.1,720,2019-11-23,2019,11,23,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,川口廣,野口京子,3,2,5,Win,122,Away
8,L,石井彩,1,,,,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0,720,2019-11-23,2019,11,23,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,川口廣,野口京子,3,2,5,Win,122,Away
9,,降籏実可,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,720,2019-11-23,2019,11,23,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,川口廣,野口京子,3,2,5,Win,122,Away
10,,常田美夢,5,■,■,■,■,■,14,3,0,21.4,0.60,0,0,0,-,0,-,21,3,1,9,23.8,2,1.0,1.0,75.0,720,2019-11-23,2019,11,23,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,川口廣,野口京子,3,2,5,Win,122,Away
11,,平原果歩,1,,□,,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,720,2019-11-23,2019,11,23,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,川口廣,野口京子,3,2,5,Win,122,Away
12,,綱田愛,5,■,■,■,■,■,37,14,2,37.8,2.80,0,0,0,-,0,-,18,0,1,7,8.3,11,4.0,1.0,40.9,720,2019-11-23,2019,11,23,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,川口廣,野口京子,3,2,5,Win,122,Away
13,,白石ふう香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,720,2019-11-23,2019,11,23,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,GSS東京サンビームズ,川口廣,野口京子,3,2,5,Win,122,Away
1,L,鈴木遥,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
2,,城野真衣,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
4,,石川綾菜,3,■,■,■,,,20,2,0,10.0,0.67,0,0,0,-,0,-,8,0,0,1,3.1,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
7,,渋川小夏,3,■,■,■,,,20,7,3,35.0,2.33,0,0,0,-,1,0.33,11,0,1,2,2.3,34,12.0,11.0,51.5,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
9,,岡村真衣,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
13,,木村汐里,3,■,■,■,,,26,13,2,50.0,4.33,4,1,1,25.0,1,0.33,15,3,0,6,30.0,27,10.0,12.0,59.3,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
14,L,鶴ヶ崎佳寿葉,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,8.0,1.0,94.4,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
16,,名原寧音,3,■,■,■,,,0,0,0,-,-,0,0,0,-,1,0.33,7,0,2,2,0.0,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
18,,徳石あかり,3,■,■,■,,,13,4,0,30.8,1.33,0,0,0,-,1,0.33,14,1,1,0,5.4,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
19,,鶴田佳菜,3,■,■,■,,,38,13,3,34.2,4.33,0,0,0,-,0,-,9,0,0,1,2.8,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
20,,古川友,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,1.0,1.0,75.0,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
21,,松原南,2,,□,□,,,7,1,0,14.3,0.50,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,柏エンゼルクロス,JAぎふリオレーナ,片田瑞己,豆田憲昭,0,3,3,Lose,82,Home
1,,田代麻樹,3,■,■,■,,,3,1,0,33.3,0.33,0,0,0,-,4,1.33,11,0,0,3,6.8,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
2,,佐々原和,1,■,,,,,6,0,0,0.0,-,1,0,0,0.0,0,-,2,0,0,2,25.0,4,2.0,1.0,62.5,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
4,,吉井奎乃,3,■,■,■,,,30,11,3,36.7,3.67,1,1,0,100.0,3,1.00,13,0,2,1,-1.9,38,19.0,12.0,65.8,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
5,,山本裕香,3,■,■,■,,,46,22,3,47.8,7.33,9,5,1,55.6,1,0.33,10,2,1,1,20.0,11,4.0,5.0,59.1,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
6,,宮井遥,3,□,■,■,,,23,6,1,26.1,2.00,2,0,0,0.0,1,0.33,13,1,1,3,11.5,1,1.0,0.0,100.0,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
8,,岩永明奈,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
9,,本間真樹子,3,□,□,□,,,1,1,0,100.0,0.33,0,0,0,-,2,0.67,0,0,0,0,-,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
12,,井上実咲,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
13,L,岡田倫奈,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
15,,齊藤望,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
16,L,目加田莉央,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,2.0,3.0,43.8,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
17,,唐川愛璃,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,13,0,2,3,1.9,0,0.0,0.0,-,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
18,,浜田栞,3,■,■,■,,,15,5,3,33.3,1.67,0,0,0,-,3,1.00,15,1,0,3,11.7,3,1.0,1.0,50.0,721,2019-11-24,2019,11,24,千葉県,柏市中央体育館,JAぎふリオレーナ,柏エンゼルクロス,椿本真恵,中村早紀子,3,0,3,Win,82,Away
1,,栗田楓,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
2,L,吉岡みなみ,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
3,,鈴木日葵,4,■,■,■,■,,15,3,1,20.0,0.75,0,0,0,-,2,0.50,20,0,1,7,7.5,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
4,,小林愛里,3,,□,■,■,,39,11,4,28.2,3.67,0,0,0,-,0,-,10,0,0,6,15.0,28,11.0,5.0,48.2,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
5,,田中瑠奈,3,■,■,□,,,19,3,2,15.8,1.00,2,0,0,0.0,0,-,5,0,0,0,0.0,11,8.0,1.0,77.3,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
6,,古市彩音,4,■,■,■,■,,4,1,0,25.0,0.25,0,0,0,-,1,0.25,15,2,1,3,16.7,1,0.0,0.0,0.0,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
8,,斉藤千佳,3,,□,□,■,,17,5,2,29.4,1.67,0,0,0,-,0,-,5,0,0,1,5.0,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
9,L,上地野乃香,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,6,2.0,0.0,33.3,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
10,,新井祥,4,■,■,■,■,,34,6,0,17.6,1.50,1,0,0,0.0,2,0.50,13,1,0,2,11.5,31,20.0,6.0,74.2,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
11,,坂本陽菜,2,□,,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
13,,愛宕諒子,3,■,■,■,,,26,9,2,34.6,3.00,0,0,0,-,2,0.67,8,0,1,0,-3.1,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
14,,伊藤きわ美,1,□,,,,,3,1,0,33.3,1.00,0,0,0,-,0,-,0,0,0,0,-,2,0.0,1.0,25.0,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
15,,石川梨奈,1,,,,□,,1,1,0,100.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
16,,安福若菜,4,■,■,■,■,,22,9,2,40.9,2.25,0,0,0,-,1,0.25,6,0,0,0,0.0,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,群馬銀行グリーンウイングス,大野石油広島オイラーズ,石原昭久,須崎杏,1,3,4,Lose,98,Home
1,,北川海育,1,■,,,,,6,0,0,0.0,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
2,,大西真咲,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
3,,磯部成里,3,,■,■,■,,20,7,2,35.0,2.33,0,0,0,-,2,0.67,9,1,1,1,11.1,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
4,,長谷川侑南,4,■,■,■,■,,3,2,0,66.7,0.50,0,0,0,-,0,-,20,1,0,10,17.5,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
8,,吉本梓穂,4,■,■,■,■,,29,9,4,31.0,2.25,3,1,0,33.3,0,-,12,0,3,1,-4.2,20,14.0,5.0,82.5,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
9,,佐藤愛美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
10,,山内佑里子,2,■,□,,,,17,3,3,17.6,1.50,0,0,0,-,1,0.50,1,0,1,0,-25.0,9,5.0,2.0,66.7,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
11,,中田唯香,3,,■,■,■,,33,15,1,45.5,5.00,5,3,0,60.0,0,-,14,1,0,3,12.5,17,8.0,2.0,52.9,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
13,,伊藤愛華,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
14,,西田智美,4,■,■,■,■,,19,10,0,52.6,2.50,0,0,0,-,3,0.75,17,3,0,4,23.5,1,1.0,0.0,100.0,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
15,,斉藤有香,4,■,■,■,■,,43,11,3,25.6,2.75,4,0,0,0.0,0,-,12,1,2,6,16.7,23,12.0,6.0,65.2,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
16,,三井梨愛,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
17,L,土岡真央,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,4.0,3.0,50.0,722,2019-11-24,2019,11,24,千葉県,柏市中央体育館,大野石油広島オイラーズ,群馬銀行グリーンウイングス,鈴木輝,内田役子,3,1,4,Win,98,Away
1,,熊本比奈,3,■,■,■,,,42,16,3,38.1,5.33,9,4,3,44.4,2,0.67,11,1,1,5,18.2,15,10.0,4.0,80.0,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
3,,播磨若奈,3,■,■,■,,,4,1,0,25.0,0.33,0,0,0,-,0,-,4,0,0,3,18.8,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
6,L,松川美咲,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,9.0,3.0,80.8,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
8,,菅原麻衣,3,■,■,■,,,6,1,1,16.7,0.33,0,0,0,-,0,-,9,0,1,1,0.0,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
9,,和田法子,2,□,■,,,,7,1,0,14.3,0.50,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
10,,多田遥,3,□,□,■,,,20,4,1,20.0,1.33,1,0,0,0.0,0,-,7,1,0,2,21.4,1,1.0,0.0,100.0,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
11,,加藤彩夏,3,■,□,■,,,13,3,0,23.1,1.00,0,0,0,-,1,0.33,9,0,1,2,2.8,30,13.0,12.0,63.3,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
12,,高田真央,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
14,,藤原ちひろ,3,■,■,■,,,12,6,1,50.0,2.00,0,0,0,-,1,0.33,9,0,1,0,-2.8,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
15,,勝呂詩保,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
16,,山本悠維,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
19,,金田梨花,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
21,,水上真悠子,2,■,■,,,,18,2,2,11.1,1.00,4,0,1,0.0,0,-,3,0,2,0,-16.7,5,0.0,2.0,20.0,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
25,L,小川祐奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ブレス浜松,ルートインホテルズブリリアントアリーズ,濱田義弘,三島静香,0,3,3,Lose,71,Home
2,,小坂亜未,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,2.0,0.0,100.0,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
3,L,水谷真友,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,4,2.0,2.0,75.0,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
4,,佐々木里菜,3,■,■,■,,,3,2,0,66.7,0.67,0,0,0,-,0,-,11,1,1,1,9.1,1,0.0,1.0,50.0,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
5,,高橋愛未,3,■,■,■,,,33,14,2,42.4,4.67,2,0,0,0.0,3,1.00,18,1,4,3,4.2,15,3.0,9.0,50.0,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
6,,岸村恵実,3,■,■,■,,,19,4,0,21.1,1.33,0,0,0,-,2,0.67,10,0,2,1,-2.5,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
7,,平岡みさと,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
8,L,石井彩,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
9,,降籏実可,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
10,,常田美夢,3,■,■,■,,,12,4,0,33.3,1.33,0,0,0,-,0,-,15,2,1,4,18.3,3,2.0,0.0,66.7,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
11,,平原果歩,3,■,■,■,,,26,10,0,38.5,3.33,0,0,0,-,1,0.33,9,0,1,0,-2.8,11,6.0,1.0,59.1,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
12,,綱田愛,3,■,■,■,,,30,12,0,40.0,4.00,0,0,0,-,0,-,9,0,0,1,2.8,14,6.0,3.0,53.6,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
13,,白石ふう香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,723,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,ルートインホテルズブリリアントアリーズ,ブレス浜松,川口廣,野口京子,3,0,3,Win,71,Away
2,,松浦未波,4,■,■,■,■,,4,0,1,0.0,-,0,0,0,-,0,-,13,0,1,1,0.0,1,0.0,1.0,50.0,724,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,GSS東京サンビームズ,プレステージ・インターナショナルアランマーレ,笛木彰,豊田みづき,3,1,4,Win,95,Home
3,,有川由季乃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,724,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,GSS東京サンビームズ,プレステージ・インターナショナルアランマーレ,笛木彰,豊田みづき,3,1,4,Win,95,Home
4,L,平岩沙紀,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,5.0,4.0,63.6,724,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,GSS東京サンビームズ,プレステージ・インターナショナルアランマーレ,笛木彰,豊田みづき,3,1,4,Win,95,Home
5,,色摩知巳,4,■,■,■,■,,34,14,1,41.2,3.50,0,0,0,-,0,-,6,0,0,1,4.2,14,4.0,3.0,39.3,724,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,GSS東京サンビームズ,プレステージ・インターナショナルアランマーレ,笛木彰,豊田みづき,3,1,4,Win,95,Home
14,,竹内沙月,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,724,2019-11-24,2019,11,24,,軽井沢風越公園総合体育館,GSS東京サンビームズ,プレステージ・インターナショナルアランマーレ,笛木彰,豊田みづき,3,1,4,Win,95,Home
