背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
3,,田城 貴之,4,■,■,□,■,,6,3,1,50.0,0.75,0,0,0,-,1,0.25,16,1,6,2,0.0,0,0.0,0.0,-
4,,古田 史郎,4,■,■,■,■,,57,28,3,49.1,7.00,19,8,1,42.1,1,0.25,18,2,2,3,12.5,0,0.0,0.0,-
5,,家近 滉一,4,■,■,■,■,,25,15,2,60.0,3.75,3,1,0,33.3,1,0.25,15,0,2,1,-1.7,26,6.0,7.0,36.5
7,,関根 俊哉,2,,,■,■,,4,1,2,25.0,0.50,0,0,0,-,3,1.50,5,1,1,1,20.0,1,1.0,0.0,100.0
8,,野坂 尚哉,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,加藤 伊織,3,■,■,■,,,7,3,1,42.9,1.00,0,0,0,-,1,0.33,11,1,2,3,11.4,0,0.0,0.0,-
10,L,白石 啓丈,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,18,14.0,0.0,77.8
11,,藤村 昇太,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,2,2.0,0.0,100.0
12,,山本 大希,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,4,0,1,0,-6.2,0,0.0,0.0,-
13,,佐々木 博秋,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,杉谷 祐磨,4,■,■,■,■,,20,6,3,30.0,1.50,0,0,0,-,1,0.25,10,0,1,1,0.0,30,10.0,10.0,50.0
17,,辰巳 遼,4,■,■,■,■,,2,1,0,50.0,0.25,0,0,0,-,2,0.50,12,0,5,1,-8.3,0,0.0,0.0,-
18,,倉内 哲,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
20,,戸田 拓也,1,,,,□,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,1,0,-25.0,3,2.0,0.0,66.7
チーム合計,チーム合計,チーム合計,4,,,,,,122,57,12,46.7,14.25,22,9,1,40.9,10,2.50,92,5,21,12,3.0,80,35.0,17.0,54.4
