背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,田中 一彰,4,■,■,■,■,,21,12,0,57.1,3.00,0,0,0,-,1,0.25,22,0,2,5,3.4,37,16.0,7.0,52.7
3,,野垣 昂大,3,■,,■,■,,1,0,1,0.0,-,0,0,0,-,2,0.67,8,0,0,1,3.1,0,0.0,0.0,-
4,,石川 和樹,1,,■,,,,2,2,0,100.0,2.00,0,0,0,-,2,2.00,2,0,0,0,0.0,0,0.0,0.0,-
5,,松永 崚汰,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,3,0,1,0,-8.3,0,0.0,0.0,-
6,,米村 尊,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,8,1.0,3.0,31.2
7,,長屋 裕介,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0.0,0.0,-
8,,長谷川 博紀,2,,■,,■,,6,4,0,66.7,2.00,0,0,0,-,1,0.50,6,0,2,1,-4.2,0,0.0,0.0,-
11,,前川 将太,2,,□,■,,,8,3,1,37.5,1.50,0,0,0,-,1,0.50,3,0,2,0,-16.7,1,0.0,1.0,50.0
12,L,大浦坂 健太,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,26,13.0,9.0,67.3
15,,茶屋道 康輔,4,■,■,■,■,,11,5,0,45.5,1.25,0,0,0,-,2,0.50,20,1,4,5,6.2,0,0.0,0.0,-
19,,中村 有登,3,■,■,,■,,19,8,0,42.1,2.67,3,1,0,33.3,1,0.33,17,1,2,2,5.9,0,0.0,0.0,-
21,,上出 哲也,2,■,,■,,,6,2,2,33.3,1.00,0,0,0,-,4,2.00,3,0,0,0,0.0,0,0.0,0.0,-
23,,北田 陽季,3,■,■,,■,,26,8,2,30.8,2.67,8,2,1,25.0,1,0.33,8,0,1,1,0.0,0,0.0,0.0,-
39,,諏訪 晃大,1,,,■,,,12,9,1,75.0,9.00,4,2,1,50.0,0,-,3,0,0,0,0.0,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,112,53,7,47.3,13.25,15,5,2,33.3,15,3.75,98,2,14,16,2.6,72,30.0,20.0,55.6
