背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,山元 瞳,3,■,■,■,,,31,15,0,48.4,5.00,0,0,0,-,0,-,12,1,0,3,14.6,7,2.0,0.0,28.6
2,,丸山 舞子,2,,□,■,,,1,1,0,100.0,0.50,0,0,0,-,0,-,7,0,0,0,0.0,0,0.0,0.0,-
4,,畑中 宏美,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,0.0,0.0
7,,小坂 恵里,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0
8,,村上 友香,3,■,■,■,,,28,11,2,39.3,3.67,0,0,0,-,1,0.33,13,1,0,2,10.0,8,6.0,0.0,75.0
10,,坂田 亜弥,3,■,■,■,,,9,4,0,44.4,1.33,0,0,0,-,1,0.33,16,0,2,3,4.7,1,1.0,0.0,100.0
11,,槌谷 優,3,■,■,■,,,17,7,2,41.2,2.33,0,0,0,-,0,-,10,0,0,4,10.0,19,16.0,0.0,84.2
12,,金谷 実菜恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,黒川 朝加,2,■,■,,,,1,1,0,100.0,0.50,0,0,0,-,0,-,7,0,0,2,7.1,0,0.0,0.0,-
14,L,林 蓉子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,12,12.0,0.0,100.0
15,,戸田 かおり,3,■,■,■,,,20,11,1,55.0,3.67,0,0,0,-,3,1.00,9,1,0,2,14.4,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,107,50,5,46.7,16.67,0,0,0,-,5,1.67,74,3,2,16,8.9,49,38.0,0.0,77.6
