No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Game time,Home Away
4,,田中涼子,4,■,■,■,■,,43,21,2,48.8,5.25,12,6,0,50.0,1,0.25,14,0,2,8,14.3,0,0.0,0.0,-,821,2011-12-25,2011,12,25,,俵田翁記念体育館,大野石油広島オイラーズ,仙台ベルフィーユ,豆田憲昭,知念諒,3,1,4,Win,93,Away
5,,大楠鼓雪,4,■,■,■,■,,30,10,4,33.3,2.50,0,0,0,-,1,0.25,14,1,3,5,14.6,1,1.0,0.0,100.0,821,2011-12-25,2011,12,25,,俵田翁記念体育館,大野石油広島オイラーズ,仙台ベルフィーユ,豆田憲昭,知念諒,3,1,4,Win,93,Away
6,,中田明香,4,■,■,■,■,,1,0,0,0.0,-,0,0,0,-,1,0.25,15,0,0,7,11.7,0,0.0,0.0,-,821,2011-12-25,2011,12,25,,俵田翁記念体育館,大野石油広島オイラーズ,仙台ベルフィーユ,豆田憲昭,知念諒,3,1,4,Win,93,Away
7,,押川真保,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,821,2011-12-25,2011,12,25,,俵田翁記念体育館,大野石油広島オイラーズ,仙台ベルフィーユ,豆田憲昭,知念諒,3,1,4,Win,93,Away
8,,吉安遥,4,■,■,■,■,,46,19,5,41.3,4.75,0,0,0,-,0,-,22,1,2,7,12.5,52,34.0,0.0,65.4,821,2011-12-25,2011,12,25,,俵田翁記念体育館,大野石油広島オイラーズ,仙台ベルフィーユ,豆田憲昭,知念諒,3,1,4,Win,93,Away
9,,森田亜衣,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,821,2011-12-25,2011,12,25,,俵田翁記念体育館,大野石油広島オイラーズ,仙台ベルフィーユ,豆田憲昭,知念諒,3,1,4,Win,93,Away
10,,芦澤美加,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,4,1,0,2,32.5,0,0.0,0.0,-,821,2011-12-25,2011,12,25,,俵田翁記念体育館,大野石油広島オイラーズ,仙台ベルフィーユ,豆田憲昭,知念諒,3,1,4,Win,93,Away
11,,板谷美優,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,7,0,0,4,14.3,4,2.0,0.0,50.0,821,2011-12-25,2011,12,25,,俵田翁記念体育館,大野石油広島オイラーズ,仙台ベルフィーユ,豆田憲昭,知念諒,3,1,4,Win,93,Away
12,,槇本京子,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,2,1,8.3,0,0.0,0.0,-,821,2011-12-25,2011,12,25,,俵田翁記念体育館,大野石油広島オイラーズ,仙台ベルフィーユ,豆田憲昭,知念諒,3,1,4,Win,93,Away
2,,渡邊彩,4,■,■,■,■,,23,10,2,43.5,2.50,2,0,1,0.0,1,0.25,12,0,1,5,10.4,3,1.0,0.0,33.3,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
3,,佐々木侑,4,■,■,■,■,,40,10,2,25.0,2.50,1,0,1,0.0,1,0.25,13,0,0,9,17.3,2,1.0,0.0,50.0,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
4,,天野ゆかり,2,,,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
6,,佐々木萌,4,■,■,■,■,,76,23,4,30.3,5.75,29,7,2,24.1,1,0.25,13,1,0,5,17.3,24,10.0,0.0,41.7,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
9,,寺沢美香,4,■,■,■,■,,14,3,1,21.4,0.75,0,0,0,-,1,0.25,20,3,0,7,21.7,1,0.0,0.0,0.0,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
10,,北上夏希,4,■,□,■,■,,29,8,1,27.6,2.00,2,0,0,0.0,0,-,12,1,0,5,17.1,47,18.0,0.0,38.3,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
13,,酢田眞実,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
14,,高田真帆,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
15,L,横江千秋,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,9.0,0.0,52.9,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
16,,松野由香,4,■,■,■,■,,3,2,0,66.7,0.50,0,0,0,-,0,-,21,0,1,11,13.1,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
17,,新城友美,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
18,,嶋村菜都美,2,□,■,,,,4,0,0,0.0,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,三洋電機レッドソア,PFUブルーキャッツ,坂本博秋,,1,3,4,Lose,103,Home
1,,餅田千佳,4,■,■,■,■,,42,12,4,28.6,3.00,0,0,0,-,2,0.50,19,0,1,7,9.2,47,19.0,0.0,40.4,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
4,L,岩永麻里江,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,8,6.0,0.0,75.0,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
5,L,札場多恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
6,,佐々木夏希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
8,,足立史織,4,□,□,□,□,,3,0,1,0.0,-,0,0,0,-,0,-,8,0,0,8,25.0,7,4.0,0.0,57.1,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
10,,遠藤りつこ,4,■,■,■,■,,1,0,0,0.0,-,1,0,0,0.0,0,-,26,1,1,13,16.3,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
11,,佐藤奈美,4,■,■,■,■,,13,2,2,15.4,0.50,0,0,0,-,0,-,7,1,2,3,22.1,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
12,,砂田遥,4,■,■,■,■,,3,0,0,0.0,-,0,0,0,-,4,1.00,10,0,0,6,15.0,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
14,,清水亜寿里,4,■,■,■,■,,41,11,2,26.8,2.75,0,0,0,-,3,0.75,13,0,0,8,15.4,16,8.0,0.0,50.0,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
15,,川上真央,4,■,■,■,■,,94,43,4,45.7,10.75,25,10,3,40.0,2,0.50,13,0,0,7,13.5,9,5.0,0.0,55.6,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
16,,村松比呂子,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
18,,渡邊沙織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
19,,清水理央,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,4,1,1,1,26.2,0,0.0,0.0,-,822,2011-12-25,2011,12,25,,俵田翁記念体育館,PFUブルーキャッツ,三洋電機レッドソア,寺廻太,前田幸介,3,1,4,Win,103,Away
1,,フィオーリンヴァレンティーナ,3,■,,□,■,,23,9,2,39.1,3.00,2,0,0,0.0,5,1.67,8,0,0,3,9.4,14,6.0,0.0,42.9,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
3,,南早希,4,■,■,■,■,,3,3,0,100.0,0.75,0,0,0,-,1,0.25,11,0,2,1,2.3,1,0.0,0.0,0.0,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
4,,庄司夕起,2,,,□,□,,2,1,0,50.0,0.50,0,0,0,-,0,-,5,1,0,1,21.0,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
5,,服部安佑香,4,■,■,■,■,,19,5,1,26.3,1.25,1,0,0,0.0,0,-,8,0,1,1,3.1,15,13.0,0.0,86.7,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
7,L,滝沢ななえ,1,●,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,4.0,0.0,80.0,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
9,,澤畠文子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
10,,山本友里恵,4,■,■,■,■,,11,5,2,45.5,1.25,0,0,0,-,1,0.25,11,0,1,2,4.5,1,1.0,0.0,100.0,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
11,,榛澤舞子,3,□,■,■,,,19,7,3,36.8,2.33,0,0,0,-,0,-,8,0,1,0,0.0,11,8.0,0.0,72.7,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
12,,安藤典莉子,4,■,■,■,■,,25,8,2,32.0,2.00,0,0,0,-,0,-,7,0,1,2,7.1,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
15,,細川麻美,3,□,□,,□,,11,6,0,54.5,2.00,0,0,0,-,1,0.33,7,2,1,0,22.9,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
16,,皆本明日香,4,■,■,■,■,,59,19,3,32.2,4.75,3,0,2,0.0,2,0.50,23,0,1,8,8.7,18,12.0,0.0,66.7,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
17,,田辺由美,2,,□,,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,1,5.0,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
19,L,関舞,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,9.0,0.0,81.8,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
20,,俵知里,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,埼玉上尾メディックス,PFUブルーキャッツ,吉田敏明,藤本幹朗,3,1,4,Win,99,Home
1,,餅田千佳,4,■,■,■,■,,39,12,1,30.8,3.00,0,0,0,-,0,-,15,3,2,4,24.0,56,42.0,0.0,75.0,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
4,L,岩永麻里江,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,7.0,0.0,70.0,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
5,L,札場多恵,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
6,,佐々木夏希,1,,□,,,,8,1,1,12.5,1.00,0,0,0,-,0,-,1,0,0,0,0.0,1,1.0,0.0,100.0,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
8,,足立史織,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,7,1,1,0,11.4,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
10,,遠藤りつこ,4,■,■,■,■,,4,0,0,0.0,-,0,0,0,-,0,-,16,0,1,4,6.2,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
11,,佐藤奈美,4,■,■,■,■,,15,6,1,40.0,1.50,0,0,0,-,2,0.50,8,0,0,3,9.4,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
12,,砂田遥,4,■,■,■,■,,3,0,0,0.0,-,0,0,0,-,0,-,9,0,2,4,11.1,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
14,,清水亜寿里,4,■,■,■,■,,36,10,1,27.8,2.50,0,0,0,-,3,0.75,8,0,0,1,3.1,17,12.0,0.0,70.6,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
15,,川上真央,4,■,■,■,■,,69,15,5,21.7,3.75,30,8,1,26.7,1,0.25,15,2,0,2,15.3,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
16,,村松比呂子,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
18,,渡邊沙織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
19,,清水理央,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-,823,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,PFUブルーキャッツ,埼玉上尾メディックス,寺廻太,前田幸介,1,3,4,Lose,99,Away
1,,大熊亜希,3,■,■,■,,,26,14,0,53.8,4.67,0,0,0,-,2,0.67,6,0,1,1,4.2,0,0.0,0.0,-,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,フォレストリーヴズ熊本,柏エンゼルクロス,中島裕二,,0,3,3,Lose,73,Home
2,,山口尚美,3,■,■,■,,,21,1,3,4.8,0.33,0,0,0,-,2,0.67,8,1,1,3,19.4,1,0.0,0.0,0.0,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,フォレストリーヴズ熊本,柏エンゼルクロス,中島裕二,,0,3,3,Lose,73,Home
4,,福田みつ子,3,■,■,■,,,41,17,3,41.5,5.67,0,0,0,-,0,-,11,1,0,4,16.4,0,0.0,0.0,-,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,フォレストリーヴズ熊本,柏エンゼルクロス,中島裕二,,0,3,3,Lose,73,Home
6,,山口いよな,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,フォレストリーヴズ熊本,柏エンゼルクロス,中島裕二,,0,3,3,Lose,73,Home
7,,梅野早也佳,3,■,□,□,,,6,3,0,50.0,1.00,0,0,0,-,0,-,4,0,0,1,6.2,9,7.0,0.0,77.8,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,フォレストリーヴズ熊本,柏エンゼルクロス,中島裕二,,0,3,3,Lose,73,Home
8,,丸山香菜子,3,■,■,■,,,20,4,3,20.0,1.33,0,0,0,-,1,0.33,9,0,1,1,2.8,26,20.0,0.0,76.9,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,フォレストリーヴズ熊本,柏エンゼルクロス,中島裕二,,0,3,3,Lose,73,Home
9,,松田亜也,3,□,■,■,,,19,6,3,31.6,2.00,0,0,0,-,1,0.33,9,1,1,3,17.2,8,6.0,0.0,75.0,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,フォレストリーヴズ熊本,柏エンゼルクロス,中島裕二,,0,3,3,Lose,73,Home
11,,永溝友美子,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,フォレストリーヴズ熊本,柏エンゼルクロス,中島裕二,,0,3,3,Lose,73,Home
12,,城奈津希,2,□,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,2.0,0.0,66.7,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,フォレストリーヴズ熊本,柏エンゼルクロス,中島裕二,,0,3,3,Lose,73,Home
13,,和多桃子,3,■,■,■,,,3,1,0,33.3,0.33,0,0,0,-,0,-,19,0,0,4,5.3,1,0.0,0.0,0.0,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,フォレストリーヴズ熊本,柏エンゼルクロス,中島裕二,,0,3,3,Lose,73,Home
15,L,久保みゆき,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,10.0,0.0,52.6,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,フォレストリーヴズ熊本,柏エンゼルクロス,中島裕二,,0,3,3,Lose,73,Home
1,,田村真希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
2,,川村彩菜,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,0,0.0,1,1.0,0.0,100.0,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
3,,岡村貴衣,2,□,,□,,,6,2,0,33.3,1.00,0,0,0,-,1,0.50,3,0,0,1,8.3,0,0.0,0.0,-,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
4,,石橋ちとせ,3,■,■,■,,,13,6,0,46.2,2.00,0,0,0,-,0,-,22,4,0,8,25.5,19,11.0,0.0,57.9,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
5,,渡邊美菜,3,■,■,■,,,11,2,2,18.2,0.67,0,0,0,-,1,0.33,10,0,1,3,7.5,0,0.0,0.0,-,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
6,,伊藤綾子,3,■,■,■,,,19,9,1,47.4,3.00,0,0,0,-,1,0.33,6,0,0,2,8.3,1,0.0,0.0,0.0,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
7,,江森圭美,3,■,■,■,,,39,11,2,28.2,3.67,0,0,0,-,2,0.67,14,1,3,1,7.5,13,10.0,0.0,76.9,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
10,,山城未沙,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
11,,丸山祐希,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,7,0,0,0,0.0,0,0.0,0.0,-,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
14,L,菅長愛子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,9,8.0,0.0,88.9,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
16,,鈴木悠佳子,3,■,■,■,,,44,15,2,34.1,5.00,5,2,0,40.0,3,1.00,8,0,0,4,12.5,21,14.0,0.0,66.7,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
18,,佐藤由香,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,824,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,柏エンゼルクロス,フォレストリーヴズ熊本,片田瑞己,田中芽衣,3,0,3,Win,73,Away
1,,大須賀咲香,3,■,■,■,,,23,8,0,34.8,2.67,0,0,0,-,0,-,13,2,2,0,12.3,32,26.0,0.0,81.2,825,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,仙台ベルフィーユ,日立リヴァーレ,板橋恵,古川靖志,0,3,3,Lose,66,Home
2,,雨堤みなみ,2,,□,■,,,14,4,1,28.6,2.00,1,0,0,0.0,0,-,7,1,0,1,17.9,0,0.0,0.0,-,825,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,仙台ベルフィーユ,日立リヴァーレ,板橋恵,古川靖志,0,3,3,Lose,66,Home
3,,芳賀小梨絵,3,■,■,■,,,1,0,0,0.0,-,0,0,0,-,0,-,7,0,0,1,3.6,0,0.0,0.0,-,825,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,仙台ベルフィーユ,日立リヴァーレ,板橋恵,古川靖志,0,3,3,Lose,66,Home
5,,高橋潤子,3,■,■,■,,,19,0,4,0.0,-,3,0,2,0.0,0,-,6,0,0,2,8.3,0,0.0,0.0,-,825,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,仙台ベルフィーユ,日立リヴァーレ,板橋恵,古川靖志,0,3,3,Lose,66,Home
6,,王亜辰,2,■,■,,,,17,4,2,23.5,2.00,0,0,0,-,2,1.00,3,0,0,0,0.0,1,0.0,0.0,0.0,825,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,仙台ベルフィーユ,日立リヴァーレ,板橋恵,古川靖志,0,3,3,Lose,66,Home
8,,中野清香,3,■,■,■,,,38,17,0,44.7,5.67,2,1,0,50.0,0,-,8,0,0,0,0.0,20,12.0,0.0,60.0,825,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,仙台ベルフィーユ,日立リヴァーレ,板橋恵,古川靖志,0,3,3,Lose,66,Home
9,L,三浦知愛,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,14,12.0,0.0,85.7,825,2012-01-07,2012,01,07,,日立オートモティブシステムズ体育館,仙台ベルフィーユ,日立リヴァーレ,板橋恵,古川靖志,0,3,3,Lose,66,Home
