背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,貞包 里穂,4,■,■,■,■,,49,21,1,42.9,5.25,8,4,0,50.0,0,-,14,0,1,8,12.5,3,0.0,0.0,0.0
2,,櫻井 美樹,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,0,-,14,0,1,3,3.6,0,0.0,0.0,-
4,L,花井 萌里,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,5,3.0,1.0,70.0
5,,長野 有紗,1,■,,,,,2,0,1,0.0,-,0,0,0,-,0,-,2,0,1,1,0.0,0,0.0,0.0,-
6,,金杉 由香,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
7,,堀込 奈央,3,□,,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,0,0,0.0,0,0.0,0.0,-
8,,宮地 佳乃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,吉岡 可奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,荒谷 栞,4,■,■,■,■,,12,2,2,16.7,0.50,0,0,0,-,3,0.75,13,0,0,4,7.7,0,0.0,0.0,-
12,,孫田 菜奈,3,□,,□,□,,8,3,0,37.5,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,田中 咲希,4,■,■,■,■,,24,13,1,54.2,3.25,0,0,0,-,1,0.25,11,0,0,4,9.1,11,4.0,1.0,40.9
14,,佐々木 千紘,4,□,■,■,■,,8,2,1,25.0,0.50,0,0,0,-,0,-,14,0,4,3,-1.8,0,0.0,0.0,-
15,,松本 愛希穂,4,■,■,■,■,,39,22,2,56.4,5.50,2,1,1,50.0,1,0.25,23,3,2,10,21.7,42,22.0,9.0,63.1
20,,マルティニューク アリョーナ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,143,64,8,44.8,16.00,10,5,1,50.0,5,1.25,98,3,9,33,9.2,61,29.0,11.0,56.6
