背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,丸山 紗季,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
3,,間橋 香織,4,■,■,■,■,,24,11,2,45.8,2.75,0,0,0,-,0,-,10,0,2,2,0.0,36,5.0,11.0,29.2
4,,馬場 ゆりか,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,舛田 紗淑,4,■,■,■,■,,34,13,2,38.2,3.25,2,1,0,50.0,1,0.25,12,0,2,7,10.4,25,5.0,13.0,46.0
10,,リー シモーン,4,■,■,■,■,,42,15,4,35.7,3.75,11,2,3,18.2,1,0.25,10,1,2,2,10.0,0,0.0,0.0,-
11,,杉原 若葉,4,■,■,■,■,,7,1,2,14.3,0.25,0,0,0,-,2,0.50,10,1,0,3,17.5,0,0.0,0.0,-
12,,浮島 杏加子,3,□,□,□,,,7,0,1,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,梅津 憂理,1,,,□,,,2,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,5,0.0,2.0,20.0
14,,細沼 綾,4,■,■,■,■,,9,2,0,22.2,0.50,0,0,0,-,1,0.25,13,1,2,4,11.5,0,0.0,0.0,-
15,,小西 愛衣,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,-,0,-,10,0,3,0,-7.5,0,0.0,0.0,-
16,,星加 輝,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0.0,0.0,-
18,L,立石 優華,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,22,9.0,8.0,59.1
19,,小杉 凜華,3,□,□,,□,,2,0,0,0.0,-,0,0,0,-,1,0.33,6,1,2,1,12.5,0,0.0,0.0,-
20,,戸部 真由香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,128,43,11,33.6,10.75,13,3,3,23.1,6,1.50,77,4,13,20,7.5,88,19.0,34.0,40.9
