背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,上坂 瑠子,4,■,■,■,■,,46,11,0,23.9,2.75,2,0,0,0.0,2,0.50,9,0,2,2,0.0,22,13.0,4.0,68.2
2,,小野寺 友香,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,1,0.25,14,0,1,4,5.4,0,0.0,0.0,-
3,,堀井 有蘭,3,□,□,□,,,2,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,9,5.0,2.0,66.7
5,,タップ ハンナ,4,■,■,■,■,,26,12,1,46.2,3.00,0,0,0,-,3,0.75,11,0,0,2,4.5,0,0.0,0.0,-
6,,芳賀 舞波,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
7,L,齋藤 加奈子,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,19,8.0,2.0,47.4
10,L,小池 杏菜,4,〇,〇,〇,〇,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,中村 安里,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
13,,長内 美和子,1,,□,,,,18,5,0,27.8,5.00,0,0,0,-,0,-,2,0,0,0,0.0,4,0.0,3.0,37.5
14,,入澤 まい,4,■,■,■,■,,12,9,0,75.0,2.25,0,0,0,-,4,1.00,19,4,0,9,32.9,1,0.0,0.0,0.0
17,,オクム大庭 冬美ハウィ,4,■,■,■,■,,53,16,2,30.2,4.00,7,1,0,14.3,0,-,13,1,0,1,9.6,0,0.0,0.0,-
18,,境 紗里奈,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0.0,0.0,-
19,,野中 瑠衣,4,■,■,■,■,,9,4,1,44.4,1.00,0,0,0,-,1,0.25,17,1,0,7,16.2,37,15.0,10.0,54.1
21,,雑賀 恵斗,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,166,57,4,34.3,14.25,9,1,0,11.1,11,2.75,89,6,3,26,13.2,92,41.0,21.0,56.0
