背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,長岡 望悠,3,■,■,■,,,22,10,4,45.5,3.33,6,2,3,33.3,0,-,10,0,2,1,-2.5,1,1.0,0.0,100.0
4,,岩坂 名奈,2,,■,■,,,2,1,0,50.0,0.50,0,0,0,-,2,1.00,5,0,0,2,10.0,2,0.0,1.0,25.0
5,,井上 愛里沙,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
6,,石井 優希,3,□,■,■,,,22,7,1,31.8,2.33,0,0,0,-,0,-,8,0,1,2,3.1,21,10.0,5.0,59.5
7,,加藤 光,3,□,□,□,,,0,0,0,-,-,0,0,0,-,0,-,3,0,0,2,16.7,0,0.0,0.0,-
8,,野本 梨佳,3,■,■,■,,,22,9,0,40.9,3.00,1,0,0,0.0,2,0.67,8,0,2,0,-6.2,17,5.0,5.0,44.1
10,,座安 琴希,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,0.0,0.0
11,,栄 絵里香,3,■,■,■,,,0,0,0,-,-,0,0,0,-,0,-,11,1,0,3,15.9,0,0.0,0.0,-
12,,今村 優香,1,■,,,,,8,2,0,25.0,2.00,0,0,0,-,0,-,1,0,0,0,0.0,9,5.0,1.0,61.1
14,,中川 美柚,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,アキンラデウォ フォルケ,3,■,■,■,,,11,4,1,36.4,1.33,0,0,0,-,0,-,7,1,0,2,21.4,1,0.0,0.0,0.0
18,L,戸江 真奈,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,15,8.0,3.0,63.3
20,,荒木 彩花,1,■,,,,,1,1,0,100.0,1.00,0,0,0,-,1,1.00,3,0,0,2,16.7,1,0.0,1.0,50.0
24,,小島 絢野,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,88,34,6,38.6,11.33,7,2,3,28.6,5,1.67,56,2,5,14,7.6,68,29.0,16.0,54.4
