背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,貞包 里穂,4,■,■,■,■,,54,21,3,38.9,5.25,7,4,0,57.1,1,0.25,24,3,2,7,17.7,24,9.0,5.0,47.9
2,,櫻井 美樹,4,■,■,■,■,,0,0,0,-,-,0,0,0,-,0,-,10,0,0,4,10.0,0,0.0,0.0,-
4,L,花井 萌里,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,13,8.0,2.0,69.2
5,,長野 有紗,1,■,,,,,9,3,1,33.3,3.00,0,0,0,-,0,-,4,0,1,1,0.0,0,0.0,0.0,-
6,,金杉 由香,3,,□,■,■,,46,17,2,37.0,5.67,5,2,1,40.0,0,-,11,0,2,3,2.3,13,8.0,3.0,73.1
7,,堀込 奈央,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,9,0,0,1,2.8,0,0.0,0.0,-
8,,宮地 佳乃,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
10,,脇田 美怜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
11,,荒谷 栞,4,■,■,■,■,,19,6,1,31.6,1.50,1,0,0,0.0,2,0.50,14,2,1,6,23.2,0,0.0,0.0,-
12,,孫田 菜奈,4,□,□,□,□,,10,5,1,50.0,1.25,0,0,0,-,1,0.25,2,0,0,1,12.5,0,0.0,0.0,-
13,,田中 咲希,4,■,■,■,■,,41,17,1,41.5,4.25,1,0,0,0.0,1,0.25,8,0,0,2,6.2,26,16.0,2.0,65.4
14,,佐々木 千紘,3,,■,■,■,,10,1,2,10.0,0.33,0,0,0,-,3,1.00,15,1,1,6,15.0,3,2.0,0.0,66.7
15,,松本 愛希穂,4,■,■,□,□,,18,3,1,16.7,0.75,0,0,0,-,0,-,6,0,1,3,8.3,20,9.0,5.0,57.5
19,,福井 愛加,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,4,,,,,,207,73,12,35.3,18.25,14,6,1,42.9,8,2.00,103,6,8,34,12.1,99,52.0,17.0,61.1
