背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,長岡 望悠,3,□,□,,□,,10,5,0,50.0,1.67,0,0,0,-,1,0.33,0,0,0,0,-,0,0.0,0.0,-
2,,井上 美咲,4,■,■,■,■,,3,2,0,66.7,0.50,0,0,0,-,2,0.50,9,0,3,3,0.0,1,0.0,0.0,0.0
4,,岩坂 名奈,4,■,■,■,■,,8,4,0,50.0,1.00,0,0,0,-,3,0.75,24,2,0,10,18.8,1,1.0,0.0,100.0
5,,井上 愛里沙,4,■,■,■,■,,52,17,4,32.7,4.25,9,1,2,11.1,3,0.75,16,1,1,4,10.9,6,4.0,2.0,83.3
6,,石井 優希,4,■,■,■,■,,49,10,4,20.4,2.50,0,0,0,-,2,0.50,12,1,1,0,6.2,39,29.0,4.0,79.5
7,,加藤 光,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0.0,0.0,-
8,,野本 梨佳,4,■,■,■,■,,40,9,3,22.5,2.25,2,0,1,0.0,1,0.25,17,0,0,4,5.9,18,6.0,5.0,47.2
10,,座安 琴希,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,3,2.0,1.0,83.3
11,,栄 絵里香,3,□,□,,□,,0,0,0,-,-,0,0,0,-,0,-,5,1,0,1,25.0,0,0.0,0.0,-
12,,今村 優香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,中川 美柚,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
16,,アキンラデウォ フォルケ,4,■,■,■,■,,20,10,1,50.0,2.50,0,0,0,-,5,1.25,10,0,2,1,-2.5,2,1.0,0.0,50.0
17,,濱松 明日香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
18,L,戸江 真奈,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,10,8.0,0.0,80.0
チーム合計,チーム合計,チーム合計,4,,,,,,182,57,12,31.3,14.25,11,1,3,9.1,17,4.25,95,5,7,23,9.5,80,51.0,12.0,71.2
