No.,L,Player,Set,1,2,3,4,5,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,MatchNo.,Date,Year,Month,Day,Place,Venue,Team,Op.Team,Director,Coach,Win Set,Lose Set,Total Set,Win Lose,Get Point,Lose Point,Game Time,Start Time,End Time,Spectators,Jury,Chief Umpire,Sub Umpire,Judgeman,Home Away
5,,色摩知巳,5,■,■,■,■,■,42,15,1,35.7,3.00,1,1,0,100.0,2,0.40,16,0,0,6,9.4,11,4.0,5.0,59.1,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
6,,勝見咲子,5,■,■,■,■,■,70,15,3,21.4,3.00,3,0,0,0.0,0,-,16,0,0,4,6.2,23,10.0,4.0,52.2,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
10,,菊地零,3,■,■,■,,,3,1,0,33.3,0.33,1,0,0,0.0,0,-,11,0,0,1,2.3,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
13,,櫻田桃奈,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
16,,西條華子,5,■,■,■,■,■,38,18,2,47.4,3.60,0,0,0,-,3,0.60,14,0,2,3,1.8,38,21.0,10.0,68.4,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
17,,勝呂詩保,1,,□,,,,2,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,3,1.0,0.0,33.3,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
18,,及川佑加,5,■,■,■,■,■,26,5,2,19.2,1.00,0,0,0,-,4,0.80,12,0,2,2,0.0,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
20,,松尾由紀子,5,□,□,□,■,■,0,0,0,-,-,0,0,0,-,0,-,18,0,1,2,1.4,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
21,,張心穆意,5,■,■,■,■,■,45,18,2,40.0,3.60,0,0,0,-,1,0.20,14,2,1,1,14.3,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
22,,小泉海藍,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
25,,賀谷明日光,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
26,L,畠山初音,5,〇,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,GSS東京サンビームズ,フォレストリーヴズ熊本,色摩知巳,笛木彰,3,2,5,Win,108,104,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Home
2,,財津響輝,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
3,,川口美久,5,■,■,■,■,■,80,23,3,28.7,4.60,9,2,1,22.2,0,-,17,0,1,7,8.8,23,10.0,7.0,58.7,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
5,,佐木田彩夏,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
6,,向井沙樹,3,□,■,■,,,3,0,0,0.0,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
7,,萩原透海,3,■,,,■,■,2,0,0,0.0,-,0,0,0,-,1,0.33,6,0,0,0,0.0,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
8,,林美鈴,3,,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,5,0,1,0,-5.0,4,3.0,1.0,87.5,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
9,L,河合桃香,1,●,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
10,,和多千里,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
11,L,中條菜津紀,4,,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,1.0,50.0,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
12,,入江彩水,5,■,■,■,■,■,32,10,1,31.2,2.00,1,0,0,0.0,1,0.20,13,2,2,2,15.4,1,0.0,1.0,50.0,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
13,,七條彩乃,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0.0,0.0,-,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
14,,大谷芽衣,5,■,■,■,■,■,24,9,1,37.5,1.80,0,0,0,-,0,-,17,1,1,4,10.3,27,7.0,12.0,48.1,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
15,,白岩蘭奈,5,■,■,■,■,■,75,24,1,32.0,4.80,19,3,1,15.8,3,0.60,26,2,3,3,7.7,41,19.0,17.0,67.1,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
16,,和田法子,5,■,■,■,■,■,21,9,2,42.9,1.80,0,0,0,-,0,-,15,0,1,3,3.3,2,1.0,0.0,50.0,739,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,フォレストリーヴズ熊本,GSS東京サンビームズ,中島裕二,和多桃子,2,3,5,Lose,104,108,123,12:00,14:15,562,三見 洋子,勝又 怜子,福本 丈啓,岸 裕之,Away
2,L,吉岡みなみ,1,,,,,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
4,,クラリッチカルラ,5,■,■,■,■,■,57,19,5,33.3,3.80,3,1,0,33.3,5,1.00,23,3,3,7,17.4,28,12.0,8.0,57.1,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
5,,田中瑠奈,3,■,■,■,,,34,9,3,26.5,3.00,0,0,0,-,1,0.33,18,2,2,3,12.5,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
6,,古市彩音,5,■,■,■,■,■,9,3,0,33.3,0.60,0,0,0,-,4,0.80,12,0,1,3,4.2,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
7,,寺坂茜,2,□,□,,,,0,0,0,-,-,0,0,0,-,1,0.50,0,0,0,0,-,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
8,,中田唯香,3,,,□,■,■,35,13,0,37.1,4.33,0,0,0,-,1,0.33,9,0,1,3,5.6,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
10,,新井祥,5,■,■,■,■,■,29,7,0,24.1,1.40,0,0,0,-,1,0.20,17,0,1,4,4.4,33,9.0,12.0,45.5,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
12,,小林知加,5,□,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,9,1,0,1,13.9,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
13,,清水愛,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
14,L,栗栖留生,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,23,9.0,9.0,58.7,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
15,,松尾奈津子,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
16,,安福若菜,5,■,■,■,■,■,23,10,2,43.5,2.00,0,0,0,-,4,0.80,9,0,1,1,0.0,2,0.0,2.0,50.0,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
17,,伊藤寿奈,5,■,■,■,■,■,28,9,2,32.1,1.80,0,0,0,-,0,-,12,0,1,1,0.0,3,3.0,0.0,100.0,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
18,,藤原愛,3,□,□,,,□,0,0,0,-,-,0,0,0,-,0,-,7,0,0,1,3.6,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,群馬銀行グリーンウイングス,JAぎふリオレーナ,高橋悠,丸山佳穂,3,2,5,Win,116,102,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Home
1,,高石明美,5,■,■,■,■,■,101,33,5,32.7,6.60,22,10,1,45.5,2,0.40,13,0,1,2,1.9,2,1.0,0.0,50.0,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
3,,梅田莉樹子,4,,□,□,□,□,0,0,0,-,-,0,0,0,-,0,-,4,0,0,3,18.8,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
4,,皆川莉乃,5,□,■,■,■,■,15,4,0,26.7,0.80,0,0,0,-,0,-,15,0,2,1,-1.7,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
5,,山本裕香,1,□,,,,,3,0,0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,1,0.0,1.0,50.0,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
6,,宮井遥,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
9,,本間真樹子,5,■,■,■,■,■,5,2,0,40.0,0.40,0,0,0,-,2,0.40,14,1,1,1,7.1,1,0.0,1.0,50.0,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
10,L,高橋侑里,5,〇,〇,〇,〇,〇,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
11,,三宅楓,1,,□,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
15,,齊藤望,5,■,■,■,■,■,41,14,1,34.1,2.80,4,3,0,75.0,0,-,17,1,2,5,10.3,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
16,L,目加田莉央,5,●,●,●,●,●,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,16,6.0,7.0,59.4,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
17,,唐川愛璃,5,■,■,■,■,■,2,0,0,0.0,-,0,0,0,-,0,-,14,1,3,4,8.9,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
18,,浜田栞,3,■,□,□,,,5,0,0,0.0,-,0,0,0,-,0,-,7,1,2,0,7.1,0,0.0,0.0,-,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
19,,柳沼優花,5,■,■,■,■,■,56,16,1,28.6,3.20,5,1,0,20.0,0,-,18,1,2,4,8.3,86,33.0,27.0,54.1,740,2021-11-28,2021,11,28,群馬県,桐生ガススポーツセンター,JAぎふリオレーナ,群馬銀行グリーンウイングス,鈴木智大,伊藤徹也,2,3,5,Lose,102,116,129,14:45,17:06,562,三見 洋子,大井 悠矢,山本 貴彦,岡部 陸瑛,Away
3,L,水谷真友,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,11,8.0,1.0,77.3,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
5,,高橋愛未,4,■,■,■,■,,40,22,2,55.0,5.50,5,4,1,80.0,0,-,16,2,2,2,12.5,32,10.0,12.0,50.0,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
7,,山口真季,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
9,,野上菜月,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
10,,野嶋華鈴,4,■,■,■,■,,30,11,1,36.7,2.75,4,1,1,25.0,1,0.25,16,2,0,4,18.8,26,4.0,9.0,32.7,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
11,,平原果歩,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
13,,田中美紅,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
14,,村山美佳,4,■,■,■,■,,39,18,1,46.2,4.50,7,2,0,28.6,1,0.25,20,2,3,4,11.2,0,0.0,0.0,-,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
15,,平野七菜,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
16,,横田実穂,4,■,■,■,■,,5,1,0,20.0,0.25,0,0,0,-,2,0.50,18,1,2,4,8.3,0,0.0,0.0,-,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
17,,小茂田夏海,4,■,■,■,■,,14,7,1,50.0,1.75,0,0,0,-,0,-,14,0,0,4,7.1,1,0.0,1.0,50.0,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
18,,岩本周加,4,■,■,■,■,,14,7,0,50.0,1.75,0,0,0,-,1,0.25,12,0,2,4,4.2,0,0.0,0.0,-,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
19,,富澤結花,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,ルートインホテルズブリリアントアリーズ,千葉エンゼルクロス,井上謙,藤原道生,3,1,4,Win,97,75,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Home
3,,黒田夢乃,4,□,□,□,□,,0,0,0,-,-,0,0,0,-,0,-,6,0,0,1,4.2,11,3.0,3.0,40.9,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,千葉エンゼルクロス,ルートインホテルズブリリアントアリーズ,豆田憲昭,荒木優,1,3,4,Lose,75,97,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Away
4,,石川綾菜,4,■,■,■,■,,32,11,4,34.4,2.75,0,0,0,-,0,-,4,0,1,0,-6.2,14,5.0,2.0,42.9,738,2021-11-27,2021,11,27,長野県,松本市総合体育館,千葉エンゼルクロス,ルートインホテルズブリリアントアリーズ,豆田憲昭,荒木優,1,3,4,Lose,75,97,93,12:00,13:42,720,小林朝実,水間絵美,北原良太,樋口裕晃,Away
