背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
1,,熊本 比奈,1,■,,,,,11,4,2,36.4,4.00,1,0,1,0.0,0,-,3,0,1,1,8.3,6,5.0,0.0,83.3
3,,和途 綾香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,菅井 美貴,3,■,■,■,,,7,3,0,42.9,1.00,0,0,0,-,0,-,7,0,0,6,21.4,0,0.0,0.0,-
6,,柴小屋 志織,3,■,■,■,,,20,9,0,45.0,3.00,0,0,0,-,2,0.67,10,1,0,3,15.5,1,1.0,0.0,100.0
7,L,徳田 亜留美,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,17,11.0,0.0,64.7
8,,菅原 麻衣,3,■,■,■,,,14,5,0,35.7,1.67,0,0,0,-,0,-,18,1,1,7,14.2,0,0.0,0.0,-
9,,山内 佑里子,3,■,■,■,,,20,6,1,30.0,2.00,0,0,0,-,0,-,15,1,0,6,16.7,24,14.0,0.0,58.3
10,,多田 遥,3,■,■,■,,,34,9,3,26.5,3.00,4,2,0,50.0,0,-,13,0,1,5,9.6,7,3.0,0.0,42.9
12,,山本 莉来,2,□,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
13,,大平 りさ,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
14,,田中 静香,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,2,0,1,0,0.0,0,0.0,0.0,-
17,,小野 綾華,3,□,■,■,,,33,14,1,42.4,4.67,0,0,0,-,0,-,6,0,2,1,4.2,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,139,50,7,36.0,16.67,5,2,1,40.0,2,0.67,75,3,6,29,13.1,55,34.0,0.0,61.8
