背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
3,L,和途 綾香,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,菅井 美貴,4,■,■,□,□,,4,1,0,25.0,0.25,0,0,0,-,0,-,9,0,1,3,8.3,0,0.0,0.0,-
6,,柴小屋 志織,4,■,■,■,■,,22,7,1,31.8,1.75,1,0,0,0.0,1,0.25,9,0,1,5,13.9,0,0.0,0.0,-
7,L,徳田 亜留美,4,●,●,●,●,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,41,22.0,0.0,53.7
8,,菅原 麻衣,4,■,■,■,■,,24,5,1,20.8,1.25,0,0,0,-,1,0.25,18,2,0,7,18.6,0,0.0,0.0,-
9,,山内 佑里子,3,,□,□,□,,2,0,0,0.0,-,0,0,0,-,0,-,3,0,0,0,0.0,5,3.0,0.0,60.0
10,,多田 遥,4,■,■,■,■,,54,11,4,20.4,2.75,3,0,2,0.0,0,-,14,0,1,6,10.7,7,4.0,0.0,57.1
11,,加藤 彩夏,4,■,■,■,■,,29,14,1,48.3,3.50,0,0,0,-,1,0.25,9,1,1,3,17.2,23,9.0,0.0,39.1
12,,山本 莉来,4,□,□,■,■,,0,0,0,-,-,0,0,0,-,0,-,11,0,0,5,11.4,0,0.0,0.0,-
14,,田中 静香,1,,,□,,,0,0,0,-,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
17,,小野 綾華,1,■,,,,,10,3,1,30.0,3.00,1,0,1,0.0,0,-,3,1,0,2,43.3,0,0.0,0.0,-
18,,春田 詩織,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
20,,澁谷 美妃,1,,,,□,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,1,1.0,0.0,100.0
21,,水上 真悠子,4,□,■,■,■,,37,13,3,35.1,3.25,0,0,0,-,1,0.25,13,1,0,6,19.2,7,2.0,0.0,28.6
チーム合計,チーム合計,チーム合計,4,,,,,,182,54,11,29.7,13.50,5,0,3,0.0,4,1.00,90,5,4,37,14.9,84,41.0,0.0,48.8
