背番号,リベロ,選手,出場セット,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック平均セット,Bアタック打数,Bアタック得点,Bアタック失点,Bアタック決定率,ブロック得点,ブロック平均セット,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,サーブレシーブ受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2,,佐藤 綾,3,■,■,■,,,45,17,5,37.8,5.67,17,5,1,29.4,0,-,14,2,0,7,25.4,0,0.0,0.0,-
3,L,佐藤 円,3,〇,〇,〇,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
5,,中田 香澄,3,■,■,■,,,34,8,1,23.5,2.67,0,0,0,-,0,-,9,0,4,2,5.6,5,4.0,0.0,80.0
6,,松尾 由紀子,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,-,0,-,11,1,1,2,11.8,0,0.0,0.0,-
8,,田村 愛美,1,□,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
9,,戸田 さやか,3,■,■,■,,,7,4,0,57.1,1.33,0,0,0,-,0,-,9,1,3,2,16.7,1,1.0,0.0,100.0
10,,三澤 未憂,2,,□,□,,,0,0,0,-,-,0,0,0,-,0,-,4,0,0,3,18.8,3,1.0,0.0,33.3
11,L,森 寿実子,3,●,●,●,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,6,4.0,0.0,66.7
12,,佐藤 梨夏,3,■,■,■,,,17,6,1,35.3,2.00,0,0,0,-,0,-,14,3,1,2,22.1,1,0.0,0.0,0.0
14,,丹野 瑞希,0,,,,,,0,0,0,-,-,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
15,,浅川 希,3,■,■,■,,,31,12,1,38.7,4.00,0,0,0,-,1,0.33,12,2,0,5,27.1,42,21.0,0.0,50.0
16,,江川 優貴,2,□,□,,,,10,2,1,20.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0.0,0.0,-
17,,柳沢 紫子,1,,□,,,,1,0,0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0.0,0.0,-
18,,佐藤 千咲,2,□,,□,,,3,0,0,0.0,-,0,0,0,-,1,0.50,0,0,0,0,-,0,0.0,0.0,-
チーム合計,チーム合計,チーム合計,3,,,,,,149,50,9,33.6,16.67,17,5,1,29.4,2,0.67,74,9,9,23,18.9,58,31.0,0.0,53.4
